Sport,Date,Time,School,Weekday,Time_dt,EventDate,season_start,season_end,start_min,end_min_raw,end_min
Baseball,2025-04-17,5:00pm,Riverbend High School,Thursday,17:00:00,2025-04-17,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-17,5:30pm,Riverbend High School,Thursday,17:30:00,2025-04-17,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-17,6:00pm,Riverbend High School,Thursday,18:00:00,2025-04-17,2025-02-24,2025-06-14,1080.0,,1260.0
Outdoor Track,2025-04-22,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-04-22,2025-03-01,2025-05-15,960.0,,1140.0
Tennis,2025-04-22,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-04-22,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-22,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-04-22,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-04-22,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-04-22,2025-02-24,2025-06-14,1020.0,,1200.0
Lacrosse,2025-04-22,5:30pm,Riverbend High School,Tuesday,17:30:00,2025-04-22,2025-03-01,2025-05-15,1050.0,,1230.0
Softball,2025-04-23,4:30pm,Riverbend High School,Wednesday,16:30:00,2025-04-23,2025-02-24,2025-06-14,990.0,,1170.0
Baseball,2025-04-23,5:00pm,Riverbend High School,Wednesday,17:00:00,2025-04-23,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-23,5:30pm,Riverbend High School,Wednesday,17:30:00,2025-04-23,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-24,4:00pm,Riverbend High School,Thursday,16:00:00,2025-04-24,2025-03-01,2025-05-15,960.0,,1140.0
Lacrosse,2025-04-24,5:30pm,Riverbend High School,Thursday,17:30:00,2025-04-24,2025-03-01,2025-05-15,1050.0,,1230.0
Soccer,2025-04-24,5:30pm,Riverbend High School,Thursday,17:30:00,2025-04-24,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-04-25,5:00pm,Riverbend High School,Friday,17:00:00,2025-04-25,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-04-25,5:00pm,Riverbend High School,Friday,17:00:00,2025-04-25,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-25,5:30pm,Riverbend High School,Friday,17:30:00,2025-04-25,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-04-28,4:30pm,Riverbend High School,Monday,16:30:00,2025-04-28,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-28,4:30pm,Riverbend High School,Monday,16:30:00,2025-04-28,2025-02-24,2025-06-14,990.0,,1170.0
Lacrosse,2025-04-28,5:00pm,Riverbend High School,Monday,17:00:00,2025-04-28,2025-03-01,2025-05-15,1020.0,,1200.0
Outdoor Track,2025-04-29,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-04-29,2025-03-01,2025-05-15,960.0,,1140.0
Tennis,2025-04-29,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-04-29,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-29,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-04-29,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-29,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-04-29,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-04-29,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-04-29,2025-02-24,2025-06-14,1020.0,,1200.0
Lacrosse,2025-04-30,5:30pm,Riverbend High School,Wednesday,17:30:00,2025-04-30,2025-03-01,2025-05-15,1050.0,,1230.0
Soccer,2025-04-30,5:30pm,Riverbend High School,Wednesday,17:30:00,2025-04-30,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-01,4:00pm,Riverbend High School,Thursday,16:00:00,2025-05-01,2025-03-01,2025-05-15,960.0,,1140.0
Lacrosse,2025-05-01,5:30pm,Riverbend High School,Thursday,17:30:00,2025-05-01,2025-03-01,2025-05-15,1050.0,,1230.0
Baseball,2025-05-01,6:30pm,Riverbend High School,Thursday,18:30:00,2025-05-01,2025-02-24,2025-06-14,1110.0,,1290.0
Tennis,2025-05-02,4:00pm,Riverbend High School,Friday,16:00:00,2025-05-02,2025-03-01,2025-05-15,960.0,,1140.0
Soccer,2025-05-02,5:30pm,Riverbend High School,Friday,17:30:00,2025-05-02,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-05-02,6:00pm,Riverbend High School,Friday,18:00:00,2025-05-02,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-05-02,6:00pm,Riverbend High School,Friday,18:00:00,2025-05-02,2025-02-24,2025-06-14,1080.0,,1260.0
Outdoor Track,2025-05-02,TBD,Riverbend High School,Friday,,2025-05-02,2025-03-01,2025-05-15,,,
Soccer,2025-05-05,5:30pm,Riverbend High School,Monday,17:30:00,2025-05-05,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-06,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-05-06,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-06,5:00pm,Riverbend High School,Tuesday,17:00:00,2025-05-06,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-05-06,5:30pm,Riverbend High School,Tuesday,17:30:00,2025-05-06,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-05-06,6:00pm,Riverbend High School,Tuesday,18:00:00,2025-05-06,2025-02-24,2025-06-14,1080.0,,1260.0
Lacrosse,2025-05-07,5:00pm,Riverbend High School,Wednesday,17:00:00,2025-05-07,2025-03-01,2025-05-15,1020.0,,1200.0
Outdoor Track,2025-05-07,TBD,Riverbend High School,Wednesday,,2025-05-07,2025-03-01,2025-05-15,,,
Lacrosse,2025-05-08,5:30pm,Riverbend High School,Thursday,17:30:00,2025-05-08,2025-03-01,2025-05-15,1050.0,,1230.0
Outdoor Track,2025-05-08,TBD,Riverbend High School,Thursday,,2025-05-08,2025-03-01,2025-05-15,,,
Baseball,2025-05-09,5:00pm,Riverbend High School,Friday,17:00:00,2025-05-09,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-05-09,5:30pm,Riverbend High School,Friday,17:30:00,2025-05-09,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-05-09,6:00pm,Riverbend High School,Friday,18:00:00,2025-05-09,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-05-12,4:00pm,Riverbend High School,Monday,16:00:00,2025-05-12,2025-03-01,2025-05-15,960.0,,1140.0
Soccer,2025-05-12,5:30pm,Riverbend High School,Monday,17:30:00,2025-05-12,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-13,4:00pm,Riverbend High School,Tuesday,16:00:00,2025-05-13,2025-03-01,2025-05-15,960.0,,1140.0
Lacrosse,2025-05-13,6:00pm,Riverbend High School,Tuesday,18:00:00,2025-05-13,2025-03-01,2025-05-15,1080.0,,1260.0
Baseball,2025-05-14,5:00pm,Riverbend High School,Wednesday,17:00:00,2025-05-14,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-05-14,6:00pm,Riverbend High School,Wednesday,18:00:00,2025-05-14,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-15,5:30pm,Riverbend High School,Thursday,17:30:00,2025-05-15,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-15,TBD,Riverbend High School,Thursday,,2025-05-15,2025-03-01,2025-05-15,,,
Baseball,2025-05-16,TBD,Riverbend High School,Friday,,2025-05-16,2025-02-24,2025-06-14,,,
Softball,2025-05-16,TBD,Riverbend High School,Friday,,2025-05-16,2025-02-24,2025-06-14,,,
Soccer,2025-05-19,6:00pm,Riverbend High School,Monday,18:00:00,2025-05-19,2025-02-24,2025-06-14,1080.0,,1260.0
Baseball,2025-05-20,6:00pm,Riverbend High School,Tuesday,18:00:00,2025-05-20,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-05-20,6:00pm,Riverbend High School,Tuesday,18:00:00,2025-05-20,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-21,6:00pm,Riverbend High School,Wednesday,18:00:00,2025-05-21,2025-02-24,2025-06-14,1080.0,,1260.0
Baseball,2025-05-22,6:00pm,Riverbend High School,Thursday,18:00:00,2025-05-22,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-05-22,6:00pm,Riverbend High School,Thursday,18:00:00,2025-05-22,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-27,5:30pm,Riverbend High School,Tuesday,17:30:00,2025-05-27,2025-02-24,2025-06-14,1050.0,,1230.0
Soccer,2025-05-29,TBD,Riverbend High School,Thursday,,2025-05-29,2025-02-24,2025-06-14,,,
Competition Cheer,2024-08-01,5:30pm,Massaponax High School,Thursday,17:30:00,2024-08-01,2024-07-31,2024-11-10,1050.0,,1230.0
Volleyball,2024-08-05,4:15pm,Massaponax High School,Monday,16:15:00,2024-08-05,2024-08-04,2024-11-30,975.0,,1155.0
Cross Country,2024-08-05,5:30pm,Massaponax High School,Monday,17:30:00,2024-08-05,2024-08-05,2024-11-16,1050.0,,1230.0
Field Hockey,2024-08-05,6:00pm,Massaponax High School,Monday,18:00:00,2024-08-05,2024-08-04,2024-11-10,1080.0,,1260.0
Golf,2024-08-13,3:00pm,Massaponax High School,Tuesday,15:00:00,2024-08-13,2024-07-29,2024-10-15,900.0,,1080.0
Volleyball,2024-08-13,4:00pm,Massaponax High School,Tuesday,16:00:00,2024-08-13,2024-08-04,2024-11-30,960.0,,1140.0
Golf,2024-08-15,3:00pm,Massaponax High School,Thursday,15:00:00,2024-08-15,2024-07-29,2024-10-15,900.0,,1080.0
Football,2024-08-16,6:00pm,Massaponax High School,Friday,18:00:00,2024-08-16,2024-07-31,2024-12-15,1080.0,,1260.0
Field Hockey,2024-08-20,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-08-20,2024-08-04,2024-11-10,1020.0,,1200.0
Football,2024-08-20,6:00pm,Massaponax High School,Tuesday,18:00:00,2024-08-20,2024-07-31,2024-12-15,1080.0,,1260.0
Golf,2024-08-21,3:00pm,Massaponax High School,Wednesday,15:00:00,2024-08-21,2024-07-29,2024-10-15,900.0,,1080.0
Golf,2024-08-22,3:00pm,Massaponax High School,Thursday,15:00:00,2024-08-22,2024-07-29,2024-10-15,900.0,,1080.0
Football,2024-08-22,7:00pm,Massaponax High School,Thursday,19:00:00,2024-08-22,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-08-23,5:00pm,Massaponax High School,Friday,17:00:00,2024-08-23,2024-08-04,2024-11-10,1020.0,,1200.0
Golf,2024-08-26,3:00pm,Massaponax High School,Monday,15:00:00,2024-08-26,2024-07-29,2024-10-15,900.0,,1080.0
Football,2024-08-26,5:30pm,Massaponax High School,Monday,17:30:00,2024-08-26,2024-07-31,2024-12-15,1050.0,,1230.0
Volleyball,2024-08-27,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-08-27,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-08-27,7:00pm,Massaponax High School,Tuesday,19:00:00,2024-08-27,2024-08-04,2024-11-10,1140.0,,1320.0
Golf,2024-08-29,3:00pm,Massaponax High School,Thursday,15:00:00,2024-08-29,2024-07-29,2024-10-15,900.0,,1080.0
Football,2024-08-29,7:00pm,Massaponax High School,Thursday,19:00:00,2024-08-29,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-08-30,7:00pm,Massaponax High School,Friday,19:00:00,2024-08-30,2024-07-31,2024-12-15,1140.0,,1320.0
Volleyball,2024-08-30,7:00pm,Massaponax High School,Friday,19:00:00,2024-08-30,2024-08-04,2024-11-30,1140.0,,1320.0
Field Hockey,2024-09-03,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-09-03,2024-08-04,2024-11-10,1020.0,,1200.0
Football,2024-09-04,6:00pm,Massaponax High School,Wednesday,18:00:00,2024-09-04,2024-07-31,2024-12-15,1080.0,,1260.0
Golf,2024-09-05,3:00pm,Massaponax High School,Thursday,15:00:00,2024-09-05,2024-07-29,2024-10-15,900.0,,1080.0
Field Hockey,2024-09-05,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-05,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-05,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-05,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-06,7:00pm,Massaponax High School,Friday,19:00:00,2024-09-06,2024-07-31,2024-12-15,1140.0,,1320.0
Volleyball,2024-09-10,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-09-10,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-09-10,6:00pm,Massaponax High School,Tuesday,18:00:00,2024-09-10,2024-08-04,2024-11-10,1080.0,,1260.0
Cross Country,2024-09-11,4:30pm,Massaponax High School,Wednesday,16:30:00,2024-09-11,2024-08-05,2024-11-16,990.0,,1170.0
Football,2024-09-11,6:00pm,Massaponax High School,Wednesday,18:00:00,2024-09-11,2024-07-31,2024-12-15,1080.0,,1260.0
Golf,2024-09-12,3:00pm,Massaponax High School,Thursday,15:00:00,2024-09-12,2024-07-29,2024-10-15,900.0,,1080.0
Volleyball,2024-09-12,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-12,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-09-12,6:00pm,Massaponax High School,Thursday,18:00:00,2024-09-12,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-09-13,7:30pm,Massaponax High School,Friday,19:30:00,2024-09-13,2024-07-31,2024-12-15,1170.0,,1350.0
Field Hockey,2024-09-16,5:30pm,Massaponax High School,Monday,17:30:00,2024-09-16,2024-08-04,2024-11-10,1050.0,,1230.0
Volleyball,2024-09-17,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-09-17,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-09-17,6:00pm,Massaponax High School,Tuesday,18:00:00,2024-09-17,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-09-18,6:00pm,Massaponax High School,Wednesday,18:00:00,2024-09-18,2024-07-31,2024-12-15,1080.0,,1260.0
Golf,2024-09-19,3:00pm,Massaponax High School,Thursday,15:00:00,2024-09-19,2024-07-29,2024-10-15,900.0,,1080.0
Field Hockey,2024-09-19,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-19,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-19,6:00pm,Massaponax High School,Thursday,18:00:00,2024-09-19,2024-07-31,2024-12-15,1080.0,,1260.0
Football,2024-09-20,7:00pm,Massaponax High School,Friday,19:00:00,2024-09-20,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-09-23,6:30pm,Massaponax High School,Monday,18:30:00,2024-09-23,2024-07-31,2024-12-15,1110.0,,1290.0
Field Hockey,2024-09-24,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-24,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-09-26,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-26,5:00pm,Massaponax High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-27,7:00pm,Massaponax High School,Friday,19:00:00,2024-09-27,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-09-30,5:00pm,Massaponax High School,Monday,17:00:00,2024-09-30,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-30,5:00pm,Massaponax High School,Monday,17:00:00,2024-09-30,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-30,6:00pm,Massaponax High School,Monday,18:00:00,2024-09-30,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-10-01,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-10-01,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-01,6:00pm,Massaponax High School,Tuesday,18:00:00,2024-10-01,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-10-04,7:00pm,Massaponax High School,Friday,19:00:00,2024-10-04,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-10-07,5:00pm,Massaponax High School,Monday,17:00:00,2024-10-07,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-07,5:00pm,Massaponax High School,Monday,17:00:00,2024-10-07,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-07,6:00pm,Massaponax High School,Monday,18:00:00,2024-10-07,2024-07-31,2024-12-15,1080.0,,1260.0
Cross Country,2024-10-09,4:30pm,Massaponax High School,Wednesday,16:30:00,2024-10-09,2024-08-05,2024-11-16,990.0,,1170.0
Volleyball,2024-10-10,5:00pm,Massaponax High School,Thursday,17:00:00,2024-10-10,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-10,6:00pm,Massaponax High School,Thursday,18:00:00,2024-10-10,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-10-11,7:00pm,Massaponax High School,Friday,19:00:00,2024-10-11,2024-07-31,2024-12-15,1140.0,,1320.0
Volleyball,2024-10-14,5:00pm,Massaponax High School,Monday,17:00:00,2024-10-14,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-14,6:00pm,Massaponax High School,Monday,18:00:00,2024-10-14,2024-08-04,2024-11-10,1080.0,,1260.0
Field Hockey,2024-10-15,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-15,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-30,1020.0,,1200.0
Competition Cheer,2024-10-16,6:30pm,Massaponax High School,Wednesday,18:30:00,2024-10-16,2024-07-31,2024-11-10,1110.0,,1290.0
Field Hockey,2024-10-17,5:00pm,Massaponax High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-17,5:00pm,Massaponax High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-18,TBD,Massaponax High School,Friday,,2024-10-18,2024-07-31,2024-12-15,,,
Volleyball,2024-10-21,5:00pm,Massaponax High School,Monday,17:00:00,2024-10-21,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-21,6:00pm,Massaponax High School,Monday,18:00:00,2024-10-21,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-10-21,6:00pm,Massaponax High School,Monday,18:00:00,2024-10-21,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-10-24,6:00pm,Massaponax High School,Thursday,18:00:00,2024-10-24,2024-08-04,2024-11-30,1080.0,,1260.0
Football,2024-10-25,7:00pm,Massaponax High School,Friday,19:00:00,2024-10-25,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-10-28,6:00pm,Massaponax High School,Monday,18:00:00,2024-10-28,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-10-29,6:00pm,Massaponax High School,Tuesday,18:00:00,2024-10-29,2024-08-04,2024-11-30,1080.0,,1260.0
Volleyball,2024-10-30,6:00pm,Massaponax High School,Wednesday,18:00:00,2024-10-30,2024-08-04,2024-11-30,1080.0,,1260.0
Football,2024-11-01,7:00pm,Massaponax High School,Friday,19:00:00,2024-11-01,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-11-04,6:00pm,Massaponax High School,Monday,18:00:00,2024-11-04,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-11-04,TBD,Massaponax High School,Monday,,2024-11-04,2024-08-04,2024-11-30,,,
Cross Country,2024-11-06,2:30pm,Massaponax High School,Wednesday,14:30:00,2024-11-06,2024-08-05,2024-11-16,870.0,,1050.0
Volleyball,2024-11-07,6:00pm,Massaponax High School,Thursday,18:00:00,2024-11-07,2024-08-04,2024-11-30,1080.0,,1260.0
Football,2024-11-08,7:00pm,Massaponax High School,Friday,19:00:00,2024-11-08,2024-07-31,2024-12-15,1140.0,,1320.0
Competition Cheer,2024-11-09,TBD,Massaponax High School,Saturday,,2024-11-09,2024-07-31,2024-11-10,,,
Indoor Track,2024-11-11,3:30pm,Massaponax High School,Monday,15:30:00,2024-11-11,2024-11-11,2025-03-06,930.0,,1110.0
Wrestling,2024-11-12,2:30pm,Massaponax High School,Tuesday,14:30:00,2024-11-12,2024-11-11,2025-02-22,870.0,,1050.0
Basketball,2024-11-12,4:30pm - 6:45pm,Massaponax High School,Tuesday,,2024-11-12,2024-11-11,2025-03-30,990.0,1125.0,1125.0
Football,2024-11-15,7:00pm,Massaponax High School,Friday,19:00:00,2024-11-15,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-11-22,7:00pm,Massaponax High School,Friday,19:00:00,2024-11-22,2024-07-31,2024-12-15,1140.0,,1320.0
Basketball,2024-11-26,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-11-26,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2024-11-26,TBD,Massaponax High School,Tuesday,,2024-11-26,2024-11-11,2025-02-22,,,
Basketball,2024-12-03,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-12-03,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2024-12-04,6:00pm,Massaponax High School,Wednesday,18:00:00,2024-12-04,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2024-12-06,5:30pm,Massaponax High School,Friday,17:30:00,2024-12-06,2024-11-11,2025-03-30,1050.0,,1230.0
Swim & Dive,2024-12-06,7:30pm,Massaponax High School,Friday,19:30:00,2024-12-06,2024-11-11,2025-02-22,1170.0,,1350.0
Basketball,2024-12-07,6:00pm,Massaponax High School,Saturday,18:00:00,2024-12-07,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2024-12-10,5:00pm,Massaponax High School,Tuesday,17:00:00,2024-12-10,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2024-12-12,4:30pm,Massaponax High School,Thursday,16:30:00,2024-12-12,2024-11-11,2025-03-30,990.0,,1170.0
Basketball,2024-12-13,5:00pm,Massaponax High School,Friday,17:00:00,2024-12-13,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2024-12-17,4:30pm,Massaponax High School,Tuesday,16:30:00,2024-12-17,2024-11-11,2025-03-30,990.0,,1170.0
Indoor Track,2024-12-18,4:00pm,Massaponax High School,Wednesday,16:00:00,2024-12-18,2024-11-11,2025-03-06,960.0,,1140.0
Wrestling,2024-12-18,5:30pm,Massaponax High School,Wednesday,17:30:00,2024-12-18,2024-11-11,2025-02-22,1050.0,,1230.0
Basketball,2024-12-19,4:30pm,Massaponax High School,Thursday,16:30:00,2024-12-19,2024-11-11,2025-03-30,990.0,,1170.0
Swim & Dive,2024-12-19,6:00pm,Massaponax High School,Thursday,18:00:00,2024-12-19,2024-11-11,2025-02-22,1080.0,,1260.0
Swim & Dive,2024-12-20,7:30pm,Massaponax High School,Friday,19:30:00,2024-12-20,2024-11-11,2025-02-22,1170.0,,1350.0
Basketball,2024-12-21,3:30pm,Massaponax High School,Saturday,15:30:00,2024-12-21,2024-11-11,2025-03-30,930.0,,1110.0
Basketball,2024-12-28,3:30pm,Massaponax High School,Saturday,15:30:00,2024-12-28,2024-11-11,2025-03-30,930.0,,1110.0
Basketball,2025-01-03,5:00pm,Massaponax High School,Friday,17:00:00,2025-01-03,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-04,7:30pm,Massaponax High School,Saturday,19:30:00,2025-01-04,2024-11-11,2025-03-30,1170.0,,1350.0
Basketball,2025-01-07,5:00pm,Massaponax High School,Tuesday,17:00:00,2025-01-07,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2025-01-08,5:30pm,Massaponax High School,Wednesday,17:30:00,2025-01-08,2024-11-11,2025-02-22,1050.0,,1230.0
Wrestling,2025-01-09,5:30pm,Massaponax High School,Thursday,17:30:00,2025-01-09,2024-11-11,2025-02-22,1050.0,,1230.0
Swim & Dive,2025-01-09,7:00pm,Massaponax High School,Thursday,19:00:00,2025-01-09,2024-11-11,2025-02-22,1140.0,,1320.0
Basketball,2025-01-10,4:30pm,Massaponax High School,Friday,16:30:00,2025-01-10,2024-11-11,2025-03-30,990.0,,1170.0
Basketball,2025-01-14,4:30pm,Massaponax High School,Tuesday,16:30:00,2025-01-14,2024-11-11,2025-03-30,990.0,,1170.0
Wrestling,2025-01-14,5:30pm,Massaponax High School,Tuesday,17:30:00,2025-01-14,2024-11-11,2025-02-22,1050.0,,1230.0
Swim & Dive,2025-01-14,7:00pm,Massaponax High School,Tuesday,19:00:00,2025-01-14,2024-11-11,2025-02-22,1140.0,,1320.0
Wrestling,2025-01-15,5:30pm,Massaponax High School,Wednesday,17:30:00,2025-01-15,2024-11-11,2025-02-22,1050.0,,1230.0
Basketball,2025-01-17,4:30pm,Massaponax High School,Friday,16:30:00,2025-01-17,2024-11-11,2025-03-30,990.0,,1170.0
