Sport,Date,Time,School
The Bridge Church - Set up & Movie Night,2024-09-28,12:00pm - 8:00pm,Courtland High School
The Bridge Church,2024-09-29,5:30pm - 8:00pm,Courtland High School
The Bridge Church,2024-09-29,8:00am - 1:00pm,Courtland High School
Fall Sports Day,2024-09-30,2:45pm - 6:30pm,Courtland High School
Competition Cheer,2024-09-30,6:00pm,Courtland High School
Volleyball,2024-09-30,6:00pm,Courtland High School
Volleyball,2024-09-30,7:15pm,Courtland High School
Golf,2024-10-01,10:30am,Courtland High School
Theatre - Rehearsals,2024-10-01,3:00pm - 4:30pm,Courtland High School
Volleyball,2024-10-01,5:00pm,Courtland High School
Field Hockey,2024-10-01,5:15pm,Courtland High School
Volleyball,2024-10-01,6:15pm,Courtland High School
Field Hockey,2024-10-01,6:30pm,Courtland High School
Underclass Make up,2024-10-01,7:30am - 2:30pm,Courtland High School
Golf,2024-10-02,10:30am,Courtland High School
Theatre - Rehearsals,2024-10-02,4:00pm - 4:30pm,Courtland High School
Cross Country,2024-10-02,4:30pm,Courtland High School
Cross Country,2024-10-02,4:30pm,Courtland High School
Football,2024-10-02,6:00pm,Courtland High School
SCPS - Community Conversation on Budget,2024-10-02,6:00pm,Courtland High School
Dance Class,2024-10-02,9:00am - 10:50am,Courtland High School
Senior Make up,2024-10-02,9:00am - 3:00pm,Courtland High School
Field Hockey,2024-10-03,5:00pm,Courtland High School
Volleyball,2024-10-03,5:00pm,Courtland High School
Volleyball,2024-10-03,6:15pm,Courtland High School
Field Hockey,2024-10-03,6:30pm,Courtland High School
Senior Make up,2024-10-03,9:00am - 3:00pm,Courtland High School
Football,2024-10-04,7:00pm,Courtland High School
Soccer Tots,2024-10-05,,Courtland High School
Volleyball Camp,2024-10-05,8:30am - 11:30am,Courtland High School
Cross Country,2024-10-05,9:00am,Courtland High School
Cross Country,2024-10-05,9:00am,Courtland High School
The Bridge Church,2024-10-06,8:00am - 1:00pm,Courtland High School
PSAT - Preadministration,2024-10-07,10:15am - 10:50am,Courtland High School
Theatre - Rehearsals,2024-10-07,2:20pm - 4:30pm,Courtland High School
Spanish Club - Trivia,2024-10-07,3:00pm - 4:00pm,Courtland High School
Volleyball,2024-10-07,5:00pm,Courtland High School
Volleyball,2024-10-07,6:15pm,Courtland High School
Theatre - Rehearsals,2024-10-08,2:20pm - 4:30pm,Courtland High School
CPR Training,2024-10-08,4:00pm,Courtland High School
Field Hockey,2024-10-08,5:00pm,Courtland High School
Volleyball,2024-10-08,5:00pm,Courtland High School
Competition Cheer,2024-10-08,6:00pm,Courtland High School
Volleyball,2024-10-08,6:15pm,Courtland High School
Field Hockey,2024-10-08,6:30pm,Courtland High School
Theatre - Rehearsals,2024-10-09,2:20pm - 4:30pm,Courtland High School
All County Orchestra - Middle School Auditions,2024-10-09,3:00pm - 5:00pm,Courtland High School
Cross Country,2024-10-09,5:00pm,Courtland High School
Cross Country,2024-10-09,5:00pm,Courtland High School
Football,2024-10-09,6:00pm,Courtland High School
Theatre - Rehearsals,2024-10-10,2:20pm - 4:30pm,Courtland High School
All County Orchestra - High School Auditions,2024-10-10,3:00pm - 5:00pm,Courtland High School
Division - Department Chair Meetings - Stretton/Ashton,2024-10-10,3:15pm - 4:45pm,Courtland High School
Field Hockey,2024-10-10,5:00pm,Courtland High School
Volleyball,2024-10-10,5:00pm,Courtland High School
Cross Country Team Dinner,2024-10-10,5:30pm - 7:00pm,Courtland High School
Volleyball,2024-10-10,6:15pm,Courtland High School
Field Hockey,2024-10-10,6:30pm,Courtland High School
Senior Panoramic,2024-10-11,10:20am,Courtland High School
Football,2024-10-11,7:00pm,Courtland High School
Soccer Tots,2024-10-12,,Courtland High School
Volleyball Camp,2024-10-12,8:30am - 11:30am,Courtland High School
American Youth Football (AYF) - Games,2024-10-13,,Courtland High School
The Bridge Church,2024-10-13,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2024-10-14,2:20pm - 4:30pm,Courtland High School
Volleyball,2024-10-14,5:00pm,Courtland High School
Volleyball,2024-10-14,6:15pm,Courtland High School
Golf,2024-10-14,8:30am,Courtland High School
Orchestra Rehearsal,2024-10-15,2:30pm - 4:30pm,Courtland High School
Field Hockey,2024-10-15,5:00pm,Courtland High School
Volleyball,2024-10-15,5:00pm,Courtland High School
Volleyball,2024-10-15,6:15pm,Courtland High School
Field Hockey,2024-10-15,6:30pm,Courtland High School
Cross Country,2024-10-16,5:00pm,Courtland High School
Cross Country,2024-10-16,5:00pm,Courtland High School
Football,2024-10-16,6:00pm,Courtland High School
Orchestra - Concert,2024-10-16,7:00pm,Courtland High School
PSAT Testing,2024-10-16,8:00am - 2:00pm,Courtland High School
Theatre - Rehearsals,2024-10-17,2:20pm - 4:30pm,Courtland High School
Field Hockey,2024-10-17,5:00pm,Courtland High School
Volleyball,2024-10-17,5:00pm,Courtland High School
Volleyball,2024-10-17,6:15pm,Courtland High School
Field Hockey,2024-10-17,6:30pm,Courtland High School
Spanish Club - Zumba,2024-10-18,3:00pm - 4:00pm,Courtland High School
Football,2024-10-18,7:00pm,Courtland High School
American Youth Football (AYF) - Games,2024-10-19,,Courtland High School
Soccer Tots,2024-10-19,,Courtland High School
Cross Country,2024-10-19,8:30am,Courtland High School
Cross Country,2024-10-19,8:30am,Courtland High School
Volleyball,2024-10-19,9:00am,Courtland High School
The Bridge Church,2024-10-20,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2024-10-21,2:20pm - 4:30pm,Courtland High School
Volleyball,2024-10-21,5:00pm,Courtland High School
Volleyball,2024-10-21,6:15pm,Courtland High School
JROTC - Cadet Challenge,2024-10-21,8:00am - 2:15pm,Courtland High School
Theatre - Rehearsals,2024-10-22,2:20pm - 4:30pm,Courtland High School
Field Hockey,2024-10-22,5:00pm,Courtland High School
Volleyball,2024-10-22,5:00pm,Courtland High School
Volleyball,2024-10-22,6:15pm,Courtland High School
Field Hockey,2024-10-22,6:30pm,Courtland High School
JROTC - Cadet Challenge,2024-10-22,8:00am - 2:15pm,Courtland High School
Cross Country,2024-10-23,5:00pm,Courtland High School
Cross Country,2024-10-23,5:00pm,Courtland High School
Football,2024-10-23,6:00pm,Courtland High School
Chorus Concert,2024-10-23,7:00pm,Courtland High School
JROTC - Cadet Challenge,2024-10-23,8:00am - 2:15pm,Courtland High School
Theatre - Rehearsals,2024-10-24,2:20pm - 4:30pm,Courtland High School
CPR Training,2024-10-24,4:00pm,Courtland High School
Field Hockey,2024-10-24,5:00pm,Courtland High School
Volleyball,2024-10-24,6:00pm,Courtland High School
Field Hockey,2024-10-24,6:30pm,Courtland High School
Volleyball,2024-10-24,7:15pm,Courtland High School
JROTC - Cadet Challenge,2024-10-24,8:00am - 2:15pm,Courtland High School
Field Hockey,2024-10-25,4:00pm,Courtland High School
Spanish Honor Society - Movie Night,2024-10-25,5:30pm - 7:30pm,Courtland High School
Football,2024-10-25,7:00pm,Courtland High School
JROTC - Cadet Challenge,2024-10-25,8:00am - 2:15pm,Courtland High School
Soccer Tots,2024-10-26,,Courtland High School
Competition Cheer,2024-10-26,1:00pm,Courtland High School
"Car Show - DECA, FFA, FBLA",2024-10-26,9:00am - 1:00pm,Courtland High School
"Car Show - DECA, FFA, FBLA",2024-10-27,2:00pm - 5:00pm,Courtland High School
The Bridge Church,2024-10-27,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2024-10-28,2:20pm - 5:00pm,Courtland High School
Volleyball,2024-10-28,5:00pm,Courtland High School
Volleyball,2024-10-28,6:15pm,Courtland High School
Testing,2024-10-28,8:00am - 2:00pm,Courtland High School
Volleyball,2024-10-29,5:00pm,Courtland High School
Volleyball,2024-10-29,6:30pm,Courtland High School
Theatre - Performance,2024-10-29,7:00pm - 9:00pm,Courtland High School
Testing,2024-10-29,8:00am - 2:00pm,Courtland High School
Cross Country,2024-10-30,10:00am,Courtland High School
Cross Country,2024-10-30,10:00am,Courtland High School
Football,2024-10-30,6:00pm,Courtland High School
Volleyball,2024-10-30,6:00pm,Courtland High School
Testing,2024-10-30,8:00am - 2:00pm,Courtland High School
Testing,2024-10-31,8:00am - 2:00pm,Courtland High School
Football,2024-11-01,7:00pm,Courtland High School
Homecoming Dance,2024-11-02,7:00pm - 10:00pm,Courtland High School
The Bridge Church,2024-11-03,8:00am - 1:00pm,Courtland High School
Driver's Education - Student/Parent Presentation,2024-11-04,6:00pm,Courtland High School
Field Hockey,2024-11-05,6:00pm,Courtland High School
Senior Make up,2024-11-05,9:00am - 4:00pm,Courtland High School
Senior Make up,2024-11-06,2:00pm - 8:00pm,Courtland High School
Cross Country,2024-11-06,3:30pm,Courtland High School
CPR Training,2024-11-06,4:00pm,Courtland High School
Cross Country,2024-11-06,4:15pm,Courtland High School
Football,2024-11-06,6:00pm,Courtland High School
Volleyball,2024-11-06,6:00pm,Courtland High School
Division - Department Chair Meetings - Stretton/Ashton,2024-11-07,3:15pm - 4:45pm,Courtland High School
Academic Awards Assembly,2024-11-07,5:30pm,Courtland High School
Health Class - Guest Speaker,2024-11-07,7:35am - 2:20pm,Courtland High School
Testing,2024-11-07,8:00am - 12:00pm,Courtland High School
Football,2024-11-08,7:00pm,Courtland High School
Health Class - Guest Speaker,2024-11-08,7:35am - 2:20pm,Courtland High School
Testing,2024-11-08,8:00am - 12:00pm,Courtland High School
The Bridge Church,2024-11-10,8:00am - 1:00pm,Courtland High School
Volleyball,2024-11-11,6:00pm,Courtland High School
Volleyball,2024-11-13,6:30pm,Courtland High School
Middle School Football Championship Game,2024-11-14,6:00pm,Courtland High School
FBLA - Guest Speaker,2024-11-15,10:20am - 10:50am,Courtland High School
Football,2024-11-15,7:00pm,Courtland High School
Cross Country,2024-11-16,1:00pm,Courtland High School
Volleyball,2024-11-16,2:00pm,Courtland High School
The Bridge Church,2024-11-17,8:00am - 1:00pm,Courtland High School
Scholastic Bowl,2024-11-18,5:00pm,Courtland High School
National Honor Society - Induction rehearsal,2024-11-19,2:30pm - 3:00pm,Courtland High School
CPR Training,2024-11-19,4:00pm,Courtland High School
Volleyball,2024-11-19,6:00pm,Courtland High School
Band - Fall Concert,2024-11-19,7:00pm,Courtland High School
Winter Sports - Parent Informational Night,2024-11-20,6:00pm,Courtland High School
Basketball,2024-11-21,5:00pm,Courtland High School
Basketball,2024-11-21,5:00pm,Courtland High School
Basketball,2024-11-21,6:30pm,Courtland High School
Basketball,2024-11-21,6:30pm,Courtland High School
National Honor Society Induction,2024-11-21,6:30pm,Courtland High School
Volleyball,2024-11-23,10:00am,Courtland High School
Drumline -,2024-11-24,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-11-24,8:00am - 1:00pm,Courtland High School
Basketball,2024-11-26,5:00pm,Courtland High School
Basketball,2024-11-26,5:00pm,Courtland High School
Basketball,2024-11-26,6:30pm,Courtland High School
Basketball,2024-11-26,6:30pm,Courtland High School
Drumline -,2024-12-01,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-12-01,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2024-12-02,2:20pm - 5:00pm,Courtland High School
Scholastic Bowl,2024-12-02,5:00pm,Courtland High School
Fall Sports Awards Ceremony,2024-12-02,6:00pm,Courtland High School
Theatre - Rehearsals,2024-12-03,2:20pm - 5:00pm,Courtland High School
CPR Training,2024-12-03,4:00pm,Courtland High School
Basketball,2024-12-03,5:00pm,Courtland High School
Basketball,2024-12-03,5:00pm,Courtland High School
Drumline -,2024-12-03,5:00pm - 9:00pm,Courtland High School
Wrestling,2024-12-03,6:00pm,Courtland High School
Basketball,2024-12-03,6:30pm,Courtland High School
Basketball,2024-12-03,6:30pm,Courtland High School
Theatre - Rehearsals,2024-12-04,2:20pm - 5:00pm,Courtland High School
Chours/Orchestra - Winter Concert,2024-12-04,7:00pm,Courtland High School
Division - Department Chair Meetings - Stretton/Ashton,2024-12-05,3:15pm - 4:45pm,Courtland High School
Basketball,2024-12-05,5:00pm,Courtland High School
Drumline -,2024-12-05,5:00pm - 9:00pm,Courtland High School
Basketball,2024-12-05,6:30pm,Courtland High School
Basketball,2024-12-06,5:00pm,Courtland High School
Basketball,2024-12-06,5:30pm,Courtland High School
Basketball,2024-12-06,6:30pm,Courtland High School
Basketball,2024-12-06,7:00pm,Courtland High School
Swim & Dive,2024-12-06,7:30pm,Courtland High School
Swim & Dive,2024-12-06,7:30pm,Courtland High School
The Bridge Church,2024-12-07,12:00pm - 8:00pm,Courtland High School
Wrestling,2024-12-07,9:30am,Courtland High School
Drumline -,2024-12-08,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-12-08,8:00am - 1:00pm,Courtland High School
Winter Sports Day,2024-12-09,,Courtland High School
Scholastic Bowl,2024-12-09,5:00pm,Courtland High School
Basketball,2024-12-09,5:30pm,Courtland High School
Basketball,2024-12-09,7:00pm,Courtland High School
Chorus Concert,2024-12-09,7:00pm,Courtland High School
National Honor Society,2024-12-10,2:30pm - 3:30pm,Courtland High School
Basketball,2024-12-10,5:00pm,Courtland High School
Drumline -,2024-12-10,5:00pm - 9:00pm,Courtland High School
Basketball,2024-12-10,5:30pm,Courtland High School
Basketball,2024-12-10,6:30pm,Courtland High School
Basketball,2024-12-10,7:00pm,Courtland High School
Wrestling,2024-12-11,6:00pm,Courtland High School
CPR Training,2024-12-12,4:00pm,Courtland High School
Basketball,2024-12-12,5:00pm,Courtland High School
Wrestling,2024-12-12,5:00pm,Courtland High School
Drumline -,2024-12-12,5:00pm - 9:00pm,Courtland High School
Swim Team - Pasta Dinner,2024-12-12,5:30pm - 7:30pm,Courtland High School
Basketball,2024-12-12,6:30pm,Courtland High School
Basketball,2024-12-13,5:00pm,Courtland High School
Basketball,2024-12-13,6:30pm,Courtland High School
Swim & Dive,2024-12-13,7:30pm,Courtland High School
Swim & Dive,2024-12-13,7:30pm,Courtland High School
Wrestling,2024-12-14,9:00am,Courtland High School
Drumline -,2024-12-15,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-12-15,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2024-12-16,2:20pm - 4:30pm,Courtland High School
Scholastic Bowl,2024-12-16,5:00pm,Courtland High School
Basketball,2024-12-16,7:00pm,Courtland High School
Chorus/Band/Orchestra - CES Concert,2024-12-16,7:30am - 2:00pm,Courtland High School
Testing,2024-12-16,8:00am - 2:00pm,Courtland High School
Theatre - Rehearsals,2024-12-17,2:20pm - 4:30pm,Courtland High School
Indoor Track,2024-12-17,4:00pm,Courtland High School
Indoor Track,2024-12-17,4:00pm,Courtland High School
Basketball,2024-12-17,5:00pm,Courtland High School
Basketball,2024-12-17,5:00pm,Courtland High School
Germanna FAFSA workshop,2024-12-17,6:00pm - 7:30pm,Courtland High School
Basketball,2024-12-17,6:30pm,Courtland High School
Basketball,2024-12-17,6:30pm,Courtland High School
Testing,2024-12-17,8:00am - 2:00pm,Courtland High School
Theatre - Rehearsals,2024-12-18,2:20pm - 4:30pm,Courtland High School
Basketball,2024-12-18,5:00pm,Courtland High School
Scholastic Bowl,2024-12-18,5:00pm,Courtland High School
Swim Team - Pasta Dinner,2024-12-18,5:30pm - 7:30pm,Courtland High School
Wrestling,2024-12-18,6:00pm,Courtland High School
Basketball,2024-12-18,6:30pm,Courtland High School
Testing,2024-12-18,8:00am - 2:00pm,Courtland High School
Theatre - Rehearsals,2024-12-19,2:20pm - 4:30pm,Courtland High School
Basketball,2024-12-19,5:00pm,Courtland High School
Drumline -,2024-12-19,5:00pm - 9:00pm,Courtland High School
Basketball,2024-12-19,6:30pm,Courtland High School
Swim & Dive,2024-12-19,7:00pm,Courtland High School
Swim & Dive,2024-12-19,7:00pm,Courtland High School
Testing,2024-12-19,8:00am - 2:00pm,Courtland High School
Volleyball - Varsity - End of Season Celebration,2024-12-20,5:00pm,Courtland High School
Testing,2024-12-20,8:00am - 2:00pm,Courtland High School
Drumline -,2024-12-22,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-12-22,8:00am - 1:00pm,Courtland High School
Theatre - Set Building,2024-12-23,10:00am - 2:00pm,Courtland High School
The Bridge Church,2024-12-24,12:00pm - 8:00pm,Courtland High School
Theatre - Set Building,2024-12-27,10:00am - 2:00pm,Courtland High School
Wrestling,2024-12-27,10:30am,Courtland High School
Basketball,2024-12-27,1:45pm,Courtland High School
Basketball,2024-12-28,3:45pm,Courtland High School
Wrestling,2024-12-28,9:00am,Courtland High School
Drumline -,2024-12-29,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2024-12-29,8:00am - 1:00pm,Courtland High School
Theatre - Set Building,2024-12-30,10:00am - 2:00pm,Courtland High School
Basketball,2024-12-30,5:15pm,Courtland High School
Basketball,2025-01-03,5:00pm,Courtland High School
Basketball,2025-01-03,5:00pm,Courtland High School
Basketball,2025-01-03,6:30pm,Courtland High School
Basketball,2025-01-03,6:30pm,Courtland High School
Drumline -,2025-01-05,5:00pm - 9:00pm,Courtland High School
The Bridge Church,2025-01-05,8:00am - 1:00pm,Courtland High School
Theatre - Rehearsals,2025-01-06,2:30pm - 5:00pm,Courtland High School
Basketball,2025-01-07,5:00pm,Courtland High School
Basketball,2025-01-07,5:00pm,Courtland High School
Scholastic Bowl,2025-01-07,5:00pm,Courtland High School
Basketball,2025-01-07,6:30pm,Courtland High School
Basketball,2025-01-07,6:30pm,Courtland High School
Division - Department Chair Meetings - Stretton/Ashton,2025-01-08,3:15pm - 4:45pm,Courtland High School
Basketball,2025-01-08,5:00pm,Courtland High School
Wrestling,2025-01-08,6:00pm,Courtland High School
Basketball,2025-01-08,6:30pm,Courtland High School
